258,43,8,4,7,7,0
259,43,11,1,8,8,0
260,43,7,9,5,5,0
261,43,3,13,4,4,0
262,43,4,28,3,3,0
263,43,2,48,2,2,0
264,43,1,114,11,E,4
265,44,5,0,9,9,0
266,44,9,6,6,6,0
267,44,8,4,7,7,0
268,44,11,1,8,8,0
269,44,7,9,5,5,0
270,44,3,13,4,4,0
271,44,4,31,3,3,0
272,44,2,56,2,2,0
273,44,1,128,11,E,5
274,45,5,0,9,9,0
275,45,9,16,5,5,0
276,45,8,4,7,7,0
277,45,11,1,8,8,0
278,45,7,9,6,6,0
279,45,3,18,4,4,0
280,45,4,32,3,3,0
281,45,2,61,2,2,0
282,45,1,138,11,E,5
283,46,5,0,9,9,0
284,46,9,16,5,5,0
285,46,8,4,7,7,0
286,46,11,1,8,8,0
287,46,7,12,6,6,0
288,46,3,20,4,4,0
289,46,4,33,3,3,0
290,46,2,71,2,2,0
291,46,1,138,11,E,6
292,47,5,0,9,9,0
293,47,9,16,5,5,0
294,47,8,4,7,7,0
295,47,11,1,8,8,0
296,47,7,12,6,6,0
297,47,3,22,4,4,0
298,47,4,36,3,3,0
299,47,2,77,2,2,0
300,47,1,148,11,E,6
301,48,5,0,9,9,0
302,48,9,16,5,5,0
303,48,8,4,7,7,0
304,48,11,2,8,8,0
305,48,7,12,6,6,0
306,48,3,25,4,4,0
307,48,4,38,3,3,0
308,48,2,86,2,2,0
309,48,1,166,11,E,7
310,49,5,0,9,9,0
311,49,9,18,5,5,0
312,49,8,4,7,7,0
313,49,11,2,8,8,0
314,49,7,12,6,6,0
315,49,3,28,4,4,0
316,49,4,39,3,3,0
317,49,2,90,2,2,0
318,49,1,192,11,E,7
319,50,5,0,10,10,0
320,50,9,23,5,5,0
321,50,8,4,7,7,0
322,50,11,2,8,8,0
323,50,7,12,6,6,0
324,50,3,28,4,4,0
325,50,4,51,3,3,0
326,50,2,92,2,2,0
327,50,1,202,11,E,8
328,51,5,8,7,7,0
329,51,9,24,5,5,0
330,51,8,4,9,9,0
331,51,11,6,8,8,0
332,51,7,12,6,6,0
333,51,3,28,4,4,0
334,51,4,51,3,3,0
335,51,2,94,2,2,0
336,51,1,210,11,E,8
337,52,5,8,7,7,0
338,52,9,24,5,5,0
339,52,8,4,9,9,0
340,52,11,6,8,8,0
341,52,7,13,6,6,0
342,52,3,33,4,4,0
343,52,4,51,3,3,0
344,52,2,101,2,2,0
345,52,1,118,11,E,8
346,53,8,0,11,11,0
347,53,13,0,10,10,0
348,53,7,0,9,9,0
349,53,2,0,8,8,0
350,53,5,0,7,7,0
351,53,9,1,6,6,0
352,53,3,5,5,5,0
353,53,11,5,4,4,0
354,53,1,10,2,2,0
355,53,6,8,3,3,0
356,53,4,10,1,1,1
357,54,8,0,11,11,0
358,54,13,0,10,10,0
359,54,7,1,7,7,0
360,54,2,2,6,6,0
361,54,5,0,9,9,0
362,54,9,1,8,8,0
363,54,3,5,5,5,0
364,54,11,11,4,4,0
365,54,1,15,3,3,0
366,54,6,15,2,2,0
367,54,4,28,1,1,2
368,55,8,0,11,11,0
369,55,13,0,10,10,0
370,55,7,7,6,6,0
371,55,2,10,5,5,0
372,55,5,0,9,9,0
373,55,9,2,8,8,0
374,55,3,5,7,7,0
375,55,11,13,4,4,0
376,55,1,23,2,2,0
377,55,6,15,3,3,0
378,55,4,42,1,1,3
379,56,8,0,11,11,0
380,56,13,0,10,10,0
381,56,7,7,7,7,0
382,56,2,10,5,5,0
383,56,5,0,9,9,0
384,56,9,2,8,8,0
385,56,3,8,6,6,0
386,56,11,15,4,4,0
387,56,1,33,2,2,0
388,56,6,30,3,3,1
389,56,4,51,1,1,3
390,57,8,0,11,11,0
391,57,13,0,10,10,0
392,57,7,7,7,7,0
393,57,2,11,5,5,0
394,57,5,0,9,9,0
395,57,9,2,8,8,0
396,57,3,10,6,6,0
397,57,11,19,4,4,0
398,57,1,38,3,3,0
399,57,6,46,2,2,2
400,57,4,62,1,1,3
401,58,8,0,11,11,0
402,58,13,0,10,10,0
403,58,7,7,7,7,0
404,58,2,12,5,5,0
405,58,5,0,9,9,0
406,58,9,2,8,8,0
407,58,3,10,6,6,0
408,58,11,24,4,4,0
409,58,1,42,3,3,0
410,58,6,59,2,2,2
411,58,4,78,1,1,4
412,59,8,0,11,11,0
413,59,13,0,10,10,0
414,59,7,8,7,7,0
415,59,2,14,5,5,0
416,59,5,0,9,9,0
417,59,9,8,8,8,0
418,59,3,10,6,6,0
419,59,11,29,4,4,0
420,59,1,50,3,3,0
421,59,6,63,2,2,2
422,59,4,91,1,1,5
423,60,8,0,11,11,0
424,60,13,0,10,10,0
425,60,7,8,7,7,0
426,60,2,17,5,5,0
427,60,5,0,9,9,0
428,60,9,8,8,8,0
429,60,3,10,6,6,0
430,60,11,29,4,4,0
431,60,1,59,3,3,0
432,60,6,75,2,2,2
433,60,4,106,1,1,6
434,61,8,0,11,11,0
435,61,13,0,10,10,0
436,61,7,11,6,6,0
437,61,2,19,5,5,0
438,61,5,0,9,9,0
439,61,9,9,8,8,0
440,61,3,10,7,7,0
441,61,11,29,4,4,0
442,61,1,65,3,3,0
443,61,6,87,2,2,2
444,61,4,121,1,1,7
445,62,8,0,11,11,0
446,62,13,0,10,10,0
447,62,7,16,6,6,0
448,62,2,19,5,5,0
449,62,5,1,9,9,0
450,62,9,11,7,7,0
451,62,3,10,8,8,0
452,62,11,32,4,4,0
453,62,1,65,3,3,0
454,62,6,105,2,2,3
455,62,4,131,1,1,7
456,63,8,0,11,11,0
457,63,13,0,10,10,0
458,63,7,21,5,5,0
459,63,2,20,6,6,0
460,63,5,1,9,9,0
461,63,9,11,7,7,0
462,63,3,10,8,8,0
463,63,11,32,4,4,0
464,63,1,71,3,3,0
465,63,6,121,2,2,4
466,63,4,142,1,1,7
467,64,8,0,11,11,0
468,64,13,0,10,10,0
469,64,7,23,5,5,0
470,64,2,20,6,6,0
471,64,5,1,9,9,0
472,64,9,12,7,7,0
473,64,3,10,8,8,0
474,64,11,37,4,4,0
475,64,1,77,3,3,0
476,64,6,139,2,2,5
477,64,4,149,1,1,7
478,65,8,0,11,11,0
479,65,13,0,10,10,0
480,65,7,26,5,5,0
481,65,2,26,6,6,0
482,65,5,1,9,9,0
483,65,9,16,7,7,0
484,65,3,10,8,8,0
485,65,11,52,4,4,1
486,65,1,85,3,3,0
487,65,6,142,2,2,5
488,65,4,149,1,1,7
489,66,8,0,11,11,0
490,66,13,0,10,10,0
491,66,7,28,5,5,0
492,66,2,26,6,6,0
493,66,5,1,9,9,0
494,66,9,16,7,7,0
495,66,3,10,8,8,0
496,66,11,58,4,4,1
497,66,1,89,3,3,0
498,66,6,158,2,2,6
499,66,4,160,1,1,7
500,67,14,0,12,12,0
501,67,8,0,11,11,0
502,67,13,0,10,10,0
503,67,7,30,6,6,0
504,67,2,33,5,5,0
505,67,5,1,9,9,0
506,67,9,16,7,7,0
507,67,3,10,8,8,0
508,67,11,65,4,4,1
509,67,1,97,3,3,0
510,67,6,168,1,1,7
511,67,4,165,2,2,7
512,68,14,0,12,12,0
513,68,8,0,11,11,0
514,68,13,0,10,10,0
515,68,7,30,6,6,0
516,68,2,35,5,5,0
517,68,5,1,9,9,0
518,68,9,16,7,7,0
519,68,3,11,8,8,0
520,68,11,73,4,4,1
521,68,1,101,3,3,0
522,68,6,178,2,2,8
523,68,4,179,1,1,7
524,69,14,0,12,12,0
525,69,8,0,11,11,0
526,69,13,0,10,10,0
527,69,7,35,6,6,0
528,69,2,36,5,5,0
529,69,5,1,9,9,0
530,69,9,16,7,7,0
531,69,3,11,8,8,0
532,69,11,78,4,4,1
533,69,1,105,3,3,0
534,69,6,186,2,2,8
535,69,4,195,1,1,8
536,70,14,0,12,12,0
537,70,8,0,11,11,0
538,70,13,0,10,10,0
539,70,7,35,6,6,0
540,70,2,36,5,5,0
541,70,5,1,9,9,0
542,70,9,16,7,7,0
543,70,3,11,8,8,0
544,70,11,86,4,4,1
545,70,1,110,3,3,0
546,70,6,201,2,2,9
547,70,4,206,1,1,8
548,71,4,16,1,1,1
549,71,6,8,2,2,0
550,71,9,7,3,3,0
551,71,3,4,4,4,0
552,71,1,4,5,5,0
553,71,7,0,6,6,0
554,71,15,0,7,7,0
555,71,17,0,8,8,0
556,71,18,0,9,9,0
557,72,4,26,1,1,2
558,72,6,10,4,4,0
559,72,9,11,3,3,0
560,72,3,10,5,5,0
561,72,1,9,6,6,0
562,72,7,12,2,2,0
563,72,15,0,7,7,0
564,72,17,0,8,8,0
565,72,18,0,9,9,0
566,73,18,0,9,9,0
567,73,17,0,8,8,0
568,73,15,2,7,7,0
569,73,7,25,2,2,0
570,73,1,19,3,3,0
571,73,3,13,4,4,0
572,73,9,12,5,5,0
573,73,6,10,6,6,0
574,73,4,36,1,1,3
575,74,18,0,9,9,0
576,74,17,0,8,8,0
577,74,15,7,7,7,0
578,74,7,29,2,2,0
579,74,1,25,3,3,0
580,74,3,18,5,5,0
581,74,9,13,6,6,0
582,74,6,18,4,4,0
583,75,17,0,8,8,0
584,75,16,0,10,10,0
585,75,15,7,7,7,0
586,75,7,40,2,2,0
587,75,1,37,3,3,1
588,75,3,21,4,4,0
589,75,9,14,6,6,0
590,75,6,18,5,5,0
591,75,4,58,1,1,4
592,76,4,63,1,1,4
593,76,6,21,5,5,0
594,76,9,14,6,6,0
595,76,3,35,4,4,0
596,76,1,51,2,2,2
597,76,7,43,3,3,0
598,76,15,7,7,7,0
599,76,17,0,8,8,0
600,76,18,0,9,9,0
601,77,4,76,1,1,5
602,77,6,31,5,5,0
603,77,9,19,6,6,0
604,77,3,43,4,4,0
605,77,1,53,2,2,2
606,77,7,44,3,3,0
607,77,15,7,7,7,0
608,77,17,0,8,8,0
609,77,18,0,10,10,0
610,77,16,0,9,9,0
611,78,16,0,9,9,0
612,78,18,0,10,10,0
613,78,17,0,8,8,0
614,78,15,12,7,7,0
615,78,7,47,4,4,0
616,78,1,63,2,2,3
617,78,3,47,3,3,0
618,78,9,22,6,6,0
619,78,6,45,5,5,0
620,78,4,76,1,1,5
621,79,16,0,10,10,0
622,79,18,7,9,9,0
623,79,17,11,8,8,0
624,79,15,12,7,7,0
625,79,7,47,5,5,0
626,79,1,63,2,2,3
627,79,3,47,4,4,0
628,79,9,22,6,6,0
629,79,6,63,3,3,1
630,79,4,76,1,1,5
631,80,4,89,1,1,6
632,80,6,69,3,3,1
633,80,9,22,6,6,0
634,80,3,47,5,5,0
635,80,1,71,2,2,3
636,80,7,53,4,4,0
637,80,15,13,7,7,0
638,80,17,11,8,8,0
639,80,18,7,9,9,0
640,80,16,5,10,10,0
641,81,4,102,1,1,6
642,81,6,74,3,3,1
643,81,9,22,6,6,0
644,81,3,47,5,5,0
645,81,1,87,2,2,4
646,81,7,54,4,4,0
647,81,15,13,7,7,0
648,81,17,11,8,8,0
649,81,18,7,10,10,0
650,81,16,9,9,9,0
651,82,4,117,1,1,7
652,82,6,78,3,3,1
653,82,9,24,6,6,0
654,82,3,47,5,5,0
655,82,1,95,2,2,4
656,82,7,57,4,4,0
657,82,15,14,8,8,0
658,82,17,11,9,9,0
659,82,18,7,10,10,0
660,82,16,15,7,7,0
661,83,4,117,1,1,7
662,83,6,86,3,3,1
663,83,9,24,6,6,0
664,83,3,52,5,5,0
665,83,1,105,2,2,5
666,83,7,68,4,4,0
667,83,15,14,8,8,0
668,83,17,11,9,9,0
669,83,18,7,10,10,0
670,83,16,20,7,7,0
671,84,4,130,1,1,7
672,84,6,86,3,3,1
673,84,9,27,6,6,0
674,84,3,52,5,5,0
675,84,1,121,2,2,6
676,84,7,71,4,4,0
677,84,15,14,8,8,0
678,84,17,11,9,9,0
679,84,18,7,10,10,0
680,84,16,24,7,7,0
681,85,4,144,1,1,7
682,85,6,86,3,3,1
683,85,9,27,6,6,0
684,85,3,54,5,5,0
685,85,1,136,2,2,7
686,85,7,78,4,4,0
687,85,15,14,8,8,0
688,85,17,11,9,9,0
689,85,18,7,10,10,0
690,85,16,25,7,7,0
691,86,4,152,1,1,7
692,86,6,90,3,3,1
693,86,9,27,7,7,0
694,86,3,59,5,5,0
695,86,1,146,2,2,8
696,86,7,80,4,4,0
697,86,15,17,8,8,0
698,86,17,12,9,9,0
699,86,18,7,10,10,0
700,86,16,31,6,6,0
701,87,4,162,2,2,7
702,87,6,98,3,3,1
703,87,9,27,7,7,0
704,87,3,59,5,5,0
705,87,1,164,1,1,9
706,87,7,81,4,4,0
707,87,15,17,8,8,0
708,87,17,12,9,9,0
709,87,18,7,10,10,0
710,87,16,33,6,6,0
711,88,4,176,1,1,7
712,88,6,100,3,3,1
713,88,9,30,7,7,0
714,88,3,64,5,5,0
715,88,1,174,2,2,10
716,88,7,82,4,4,0
717,88,15,17,8,8,0
718,88,17,12,9,9,0
719,88,18,7,10,10,0
720,88,16,37,6,6,0
721,89,4,191,1,1,8
722,89,6,100,3,3,1
723,89,9,34,7,7,0
724,89,3,66,5,5,0
725,89,1,182,2,2,10
726,89,7,88,4,4,0
727,89,15,20,8,8,0
728,89,17,12,9,9,0
729,89,18,7,10,10,0
730,89,16,38,6,6,0
731,90,17,0,9,9,0
732,90,7,0,8,8,0
733,90,19,0,7,7,0
734,90,15,0,6,6,0
735,90,1,1,5,5,0
736,90,16,3,4,4,0
737,90,3,9,2,2,0
738,90,4,8,3,3,0
739,90,6,18,1,1,1
740,91,18,0,10,10,0
741,91,17,0,9,9,0
742,91,7,0,7,7,0
743,91,19,0,8,8,0
744,91,15,1,6,6,0
745,91,1,4,5,5,0
746,91,16,9,4,4,0
747,91,3,17,2,2,0
748,91,4,14,3,3,0
749,91,6,33,1,1,2
750,92,18,0,10,10,0
751,92,17,0,9,9,0
752,92,7,0,8,8,0
753,92,19,1,7,7,0
754,92,15,1,6,6,0
755,92,1,4,5,5,0
756,92,16,19,4,4,0
757,92,3,19,3,3,0
758,92,4,22,2,2,0
759,92,6,51,1,1,3
760,93,18,0,10,10,0
761,93,17,0,9,9,0
762,93,7,0,8,8,0
763,93,19,1,7,7,0
764,93,15,1,6,6,0
765,93,1,5,5,5,0
766,93,16,27,3,3,0
767,93,3,27,4,4,0
768,93,4,31,2,2,0
769,93,6,64,1,1,4
770,94,18,0,10,10,0
771,94,17,0,9,9,0
772,94,7,0,8,8,0
773,94,19,1,7,7,0
774,94,15,3,6,6,0
775,94,1,5,5,5,0
776,94,16,32,3,3,0
777,94,3,30,4,4,0
778,94,4,42,2,2,0
779,94,6,82,1,1,5
780,95,18,0,10,10,0
781,95,17,2,8,8,0
782,95,7,4,7,7,0
783,95,19,1,9,9,0
784,95,15,7,5,5,0
785,95,1,5,6,6,0
786,95,16,40,3,3,0
787,95,3,35,4,4,0
788,95,4,52,2,2,1
789,95,6,88,1,1,5
790,96,18,0,10,10,0
791,96,17,2,9,9,0
792,96,7,4,7,7,0
793,96,19,3,8,8,0
794,96,15,10,5,5,0
795,96,1,5,6,6,0
796,96,16,46,3,3,0
797,96,3,36,4,4,0
798,96,4,61,2,2,1
799,96,6,106,1,1,6
800,97,18,0,10,10,0
801,97,17,5,7,7,0
802,97,7,4,8,8,0
803,97,19,3,9,9,0
804,97,15,15,5,5,0
805,97,1,12,6,6,0
806,97,16,52,3,3,0
807,97,3,36,4,4,0
808,97,4,61,2,2,1
809,97,6,124,1,1,7
810,98,18,1,10,10,0
811,98,17,5,8,8,0
812,98,7,8,7,7,0
813,98,19,3,9,9,0
814,98,15,15,6,6,0
815,98,1,17,5,5,0
816,98,16,58,3,3,0
817,98,3,36,4,4,0
818,98,4,66,2,2,1
819,98,6,142,1,1,8
820,99,18,1,10,10,0
821,99,17,5,8,8,0
822,99,7,8,7,7,0
823,99,19,3,9,9,0
824,99,15,15,6,6,0
825,99,1,22,5,5,0
826,99,16,62,3,3,0
827,99,3,37,4,4,0
828,99,4,79,2,2,1
829,99,6,158,1,1,9
830,100,18,1,10,10,0
831,100,17,5,8,8,0
832,100,7,8,7,7,0
833,100,19,4,9,9,0
834,100,15,18,6,6,0
835,100,1,32,5,5,0
836,100,16,67,3,3,0
837,100,3,41,4,4,0
838,100,4,79,2,2,1
839,100,6,174,1,1,10
840,101,18,1,10,10,0
841,101,17,5,9,9,0
842,101,7,8,7,7,0
843,101,19,7,8,8,0
844,101,15,18,6,6,0
845,101,1,37,5,5,0
846,101,16,76,3,3,0
847,101,3,47,4,4,0
848,101,4,85,2,2,1
849,101,6,184,1,1,11
850,102,18,1,10,10,0
851,102,17,5,9,9,0
852,102,7,8,7,7,0
853,102,19,7,8,8,0
854,102,15,19,6,6,0
855,102,1,37,5,5,0
856,102,16,83,3,3,0
857,102,3,54,4,4,0
858,102,4,91,2,2,1
859,102,6,202,1,1,12
860,103,18,1,10,10,0
861,103,17,5,9,9,0
862,103,7,9,8,8,0
863,103,19,10,7,7,0
864,103,15,28,6,6,0
865,103,1,49,5,5,1
866,103,16,83,3,3,0
867,103,3,54,4,4,0
868,103,4,91,2,2,1
869,103,6,216,1,1,12
870,104,18,1,10,10,0
871,104,17,5,9,9,0
872,104,7,9,8,8,0
873,104,19,10,7,7,0
874,104,15,29,6,6,0
875,104,1,52,5,5,1
876,104,16,94,2,2,0
877,104,3,60,4,4,0
878,104,4,91,3,3,1
879,104,6,234,1,1,13
880,105,18,1,10,10,0
881,105,17,5,9,9,0
882,105,7,9,8,8,0
883,105,19,10,7,7,0
884,105,15,32,6,6,0
885,105,1,58,5,5,1
886,105,16,105,2,2,0
887,105,3,64,4,4,0
888,105,4,96,3,3,1
889,105,6,244,1,1,14
890,106,18,1,10,10,0
891,106,17,5,9,9,0
892,106,7,9,8,8,0
893,106,19,10,7,7,0
894,106,15,33,6,6,0
895,106,1,61,5,5,1
896,106,16,116,2,2,0
897,106,3,74,4,4,0
898,106,4,100,3,3,1
899,106,6,254,1,1,15
900,107,18,1,10,10,0
901,107,17,5,9,9,0
902,107,7,9,8,8,0
903,107,19,10,7,7,0
904,107,15,34,6,6,0
905,107,1,69,5,5,1
906,107,16,119,2,2,0
907,107,3,88,4,4,1
908,107,4,105,3,3,1
909,107,6,262,1,1,15
910,108,18,0,7,7,0
911,108,16,0,6,6,0
912,108,15,3,5,5,0
913,108,4,6,3,3,0
914,108,6,5,4,4,0
915,108,3,9,2,2,0
916,108,1,16,1,1,1
917,109,7,0,9,9,0
918,109,17,0,7,7,0
919,109,18,0,8,8,0
920,109,16,2,6,6,0
921,109,15,4,5,5,0
922,109,4,16,3,3,0
923,109,6,16,2,2,0
924,109,3,14,4,4,0
925,109,1,26,1,1,2
926,110,19,0,8,8,0
927,110,7,0,9,9,0
928,110,17,10,5,5,1
929,110,18,0,10,10,0
930,110,16,5,7,7,0
931,110,15,8,6,6,0
932,110,4,23,2,2,0
933,110,6,16,3,3,0
934,110,3,16,4,4,0
935,110,1,39,1,1,2
936,111,19,0,9,9,0
937,111,7,0,8,8,0
938,111,17,10,5,5,1
939,111,18,0,10,10,0
940,111,16,6,7,7,0
941,111,15,8,6,6,0
942,111,4,26,3,3,0
943,111,6,32,2,2,1
944,111,3,23,4,4,0
945,111,1,51,1,1,2
946,112,19,2,9,9,0
947,112,7,3,8,8,0
948,112,17,11,5,5,1
949,112,18,0,10,10,0
950,112,16,6,7,7,0
951,112,15,8,6,6,0
952,112,4,34,3,3,0
953,112,6,48,2,2,2
954,112,3,32,4,4,0
955,112,1,51,1,1,2
956,113,19,4,8,8,0
957,113,7,3,9,9,0
958,113,17,11,5,5,1
959,113,18,0,10,10,0
960,113,16,11,6,6,0
961,113,15,8,7,7,0
962,113,4,35,3,3,0
963,113,6,64,1,1,3
964,113,3,35,4,4,0
965,113,1,63,2,2,2
966,114,19,4,8,8,0
967,114,7,3,9,9,0
968,114,17,11,5,5,1
969,114,18,0,10,10,0
970,114,16,11,6,6,0
971,114,15,8,7,7,0
972,114,4,42,4,4,0
973,114,6,71,2,2,3
974,114,3,50,3,3,1
975,114,1,73,1,1,2
976,115,19,6,8,8,0
977,115,7,4,9,9,0
978,115,17,11,5,5,1
979,115,18,0,10,10,0
980,115,16,11,6,6,0
981,115,15,8,7,7,0
982,115,4,47,4,4,0
983,115,6,85,1,1,4
984,115,3,64,3,3,1
985,115,1,76,2,2,2
986,116,19,9,8,8,0
987,116,7,4,9,9,0
988,116,17,11,6,6,1
989,116,18,0,10,10,0
990,116,16,13,5,5,0
991,116,15,9,7,7,0
992,116,4,52,4,4,0
993,116,6,95,1,1,4
994,116,3,82,2,2,2
995,116,1,76,3,3,2
996,117,19,12,6,6,0
997,117,7,5,9,9,0
998,117,17,11,7,7,1
999,117,18,0,10,10,0
